effect,dataset,model,seed,estimate,n_subjects_total,n_subjects_available
aps_a0.2_coverage_gap,uci_har,random_forest,20260913,0.006353909015981526,30,30
aps_a0.2_coverage_gap,uci_har,random_forest,20260914,0.016475115630357005,30,30
aps_a0.2_coverage_gap,uci_har,random_forest,20260915,0.016626275620397993,30,30
aps_a0.2_coverage_gap,uci_har,random_forest,20260916,0.017558353990657565,30,30
aps_a0.2_coverage_gap,uci_har,random_forest,20260917,0.01442200174552127,30,30
aps_a0.2_coverage_gap,uci_har,random_forest,20260918,0.01214710303304778,30,30
aps_a0.2_coverage_gap,uci_har,random_forest,20260919,0.01628535396346447,30,30
aps_a0.2_coverage_gap,uci_har,random_forest,20260920,0.01018536687539741,30,30
aps_a0.2_coverage_gap,wisdm_watch_accel,cnn1d,20260911,-0.006509056069277408,50,50
aps_a0.2_coverage_gap,wisdm_watch_accel,cnn1d,20260912,0.010935954079779417,50,50
aps_a0.2_coverage_gap,wisdm_watch_accel,cnn1d,20260913,0.011955638077380933,50,50
aps_a0.2_coverage_gap,wisdm_watch_accel,cnn1d,20260914,0.03486483906054177,50,50
aps_a0.2_coverage_gap,wisdm_watch_accel,cnn1d,20260915,0.028945863526652807,50,50
aps_a0.2_coverage_gap,wisdm_watch_accel,cnn1d,20260916,0.005791256064006891,50,50
aps_a0.2_coverage_gap,wisdm_watch_accel,cnn1d,20260917,0.01664177990081078,50,50
aps_a0.2_coverage_gap,wisdm_watch_accel,cnn1d,20260918,0.014524114065388309,50,50
aps_a0.2_coverage_gap,wisdm_watch_accel,cnn1d,20260919,-0.015770785554683593,50,50
aps_a0.2_coverage_gap,wisdm_watch_accel,cnn1d,20260920,0.026118963067499897,50,50
aps_a0.2_coverage_gap,wisdm_watch_accel,extra_trees,20260911,0.023248745799138684,50,50
aps_a0.2_coverage_gap,wisdm_watch_accel,extra_trees,20260912,0.033670537109934395,50,50
aps_a0.2_coverage_gap,wisdm_watch_accel,extra_trees,20260913,0.02711588476320652,50,50
aps_a0.2_coverage_gap,wisdm_watch_accel,extra_trees,20260914,0.018902510278427938,50,50
aps_a0.2_coverage_gap,wisdm_watch_accel,extra_trees,20260915,0.02008362291842574,50,50
aps_a0.2_coverage_gap,wisdm_watch_accel,extra_trees,20260916,0.025004245061076277,50,50
aps_a0.2_coverage_gap,wisdm_watch_accel,extra_trees,20260917,0.03135217522700278,50,50
aps_a0.2_coverage_gap,wisdm_watch_accel,extra_trees,20260918,0.029821394102565978,50,50
aps_a0.2_coverage_gap,wisdm_watch_accel,extra_trees,20260919,0.032305459032421206,50,50
aps_a0.2_coverage_gap,wisdm_watch_accel,extra_trees,20260920,0.027213364847829623,50,50
aps_a0.2_coverage_gap,wisdm_watch_accel,hist_gradient_boosting,20260911,-0.007789224591641473,50,50
aps_a0.2_coverage_gap,wisdm_watch_accel,hist_gradient_boosting,20260912,0.004559087170395291,50,50
aps_a0.2_coverage_gap,wisdm_watch_accel,hist_gradient_boosting,20260913,-0.010949271592761971,50,50
aps_a0.2_coverage_gap,wisdm_watch_accel,hist_gradient_boosting,20260914,-0.014856065311139602,50,50
aps_a0.2_coverage_gap,wisdm_watch_accel,hist_gradient_boosting,20260915,-0.009757604005042761,50,50
aps_a0.2_coverage_gap,wisdm_watch_accel,hist_gradient_boosting,20260916,-0.004280284264166629,50,50
aps_a0.2_coverage_gap,wisdm_watch_accel,hist_gradient_boosting,20260917,-0.001302714961693765,50,50
aps_a0.2_coverage_gap,wisdm_watch_accel,hist_gradient_boosting,20260918,-0.003255684251865143,50,50
aps_a0.2_coverage_gap,wisdm_watch_accel,hist_gradient_boosting,20260919,-0.008542965618925164,50,50
aps_a0.2_coverage_gap,wisdm_watch_accel,hist_gradient_boosting,20260920,0.0061878694894574,50,50
aps_a0.2_coverage_gap,wisdm_watch_accel,logistic,20260911,0.02671373777198262,50,50
aps_a0.2_coverage_gap,wisdm_watch_accel,logistic,20260912,0.015996846611938863,50,50
aps_a0.2_coverage_gap,wisdm_watch_accel,logistic,20260913,0.01912009786904805,50,50
aps_a0.2_coverage_gap,wisdm_watch_accel,logistic,20260914,0.029872803303895454,50,50
aps_a0.2_coverage_gap,wisdm_watch_accel,logistic,20260915,0.01993877330306393,50,50
aps_a0.2_coverage_gap,wisdm_watch_accel,logistic,20260916,0.028302713104148874,50,50
aps_a0.2_coverage_gap,wisdm_watch_accel,logistic,20260917,0.026386018183309334,50,50
aps_a0.2_coverage_gap,wisdm_watch_accel,logistic,20260918,0.029295355949895317,50,50
aps_a0.2_coverage_gap,wisdm_watch_accel,logistic,20260919,0.017921992278484712,50,50
aps_a0.2_coverage_gap,wisdm_watch_accel,logistic,20260920,0.015004757411426846,50,50
aps_a0.2_coverage_gap,wisdm_watch_accel,random_forest,20260911,0.016385001552598196,50,50
aps_a0.2_coverage_gap,wisdm_watch_accel,random_forest,20260912,0.029007375395198168,50,50
aps_a0.2_coverage_gap,wisdm_watch_accel,random_forest,20260913,0.01728494316917314,50,50
aps_a0.2_coverage_gap,wisdm_watch_accel,random_forest,20260914,0.016294959679249134,50,50
aps_a0.2_coverage_gap,wisdm_watch_accel,random_forest,20260915,0.020330453154047707,50,50
aps_a0.2_coverage_gap,wisdm_watch_accel,random_forest,20260916,0.015080669946370579,50,50
aps_a0.2_coverage_gap,wisdm_watch_accel,random_forest,20260917,0.018519368548524248,50,50
aps_a0.2_coverage_gap,wisdm_watch_accel,random_forest,20260918,0.01871475614991168,50,50
aps_a0.2_coverage_gap,wisdm_watch_accel,random_forest,20260919,0.025210620926942928,50,50
aps_a0.2_coverage_gap,wisdm_watch_accel,random_forest,20260920,0.018764516354742654,50,50
aps_a0.2_mean_size,uci_har,cnn1d,20260911,2.5139810346799885,30,30
aps_a0.2_mean_size,uci_har,cnn1d,20260912,2.35408765236396,30,30
aps_a0.2_mean_size,uci_har,cnn1d,20260913,2.459868949447321,30,30
aps_a0.2_mean_size,uci_har,cnn1d,20260914,2.4904267423057203,30,30
aps_a0.2_mean_size,uci_har,cnn1d,20260915,2.0645580171290407,30,30
aps_a0.2_mean_size,uci_har,cnn1d,20260916,2.1763948244798663,30,30
aps_a0.2_mean_size,uci_har,cnn1d,20260917,2.4515612790602432,30,30
aps_a0.2_mean_size,uci_har,cnn1d,20260918,2.2820501949634253,30,30
aps_a0.2_mean_size,uci_har,cnn1d,20260919,2.1734585234385024,30,30
aps_a0.2_mean_size,uci_har,cnn1d,20260920,2.1472765704806163,30,30
aps_a0.2_mean_size,uci_har,extra_trees,20260911,1.174124417009452,30,30
aps_a0.2_mean_size,uci_har,extra_trees,20260912,1.180654080233528,30,30
aps_a0.2_mean_size,uci_har,extra_trees,20260913,1.1711921748201521,30,30
aps_a0.2_mean_size,uci_har,extra_trees,20260914,1.1748165726794892,30,30
aps_a0.2_mean_size,uci_har,extra_trees,20260915,1.1922117632302487,30,30
aps_a0.2_mean_size,uci_har,extra_trees,20260916,1.1766751945627527,30,30
aps_a0.2_mean_size,uci_har,extra_trees,20260917,1.1701374667665425,30,30
aps_a0.2_mean_size,uci_har,extra_trees,20260918,1.1736002812188109,30,30
aps_a0.2_mean_size,uci_har,extra_trees,20260919,1.1681848819963814,30,30
aps_a0.2_mean_size,uci_har,extra_trees,20260920,1.1911540065929143,30,30
aps_a0.2_mean_size,uci_har,hist_gradient_boosting,20260911,2.348201000321842,30,30
aps_a0.2_mean_size,uci_har,hist_gradient_boosting,20260912,2.4004640020438215,30,30
aps_a0.2_mean_size,uci_har,hist_gradient_boosting,20260913,2.4004640020438215,30,30
aps_a0.2_mean_size,uci_har,hist_gradient_boosting,20260914,2.4004640020438215,30,30
aps_a0.2_mean_size,uci_har,hist_gradient_boosting,20260915,2.4004640020438215,30,30
aps_a0.2_mean_size,uci_har,hist_gradient_boosting,20260916,2.4004640020438215,30,30
aps_a0.2_mean_size,uci_har,hist_gradient_boosting,20260917,2.4004640020438215,30,30
aps_a0.2_mean_size,uci_har,hist_gradient_boosting,20260918,2.4004640020438215,30,30
aps_a0.2_mean_size,uci_har,hist_gradient_boosting,20260919,2.348201000321842,30,30
aps_a0.2_mean_size,uci_har,hist_gradient_boosting,20260920,2.4004640020438215,30,30
aps_a0.2_mean_size,uci_har,logistic,20260911,1.3138080549431794,30,30
aps_a0.2_mean_size,uci_har,logistic,20260912,1.2702121632326953,30,30
aps_a0.2_mean_size,uci_har,logistic,20260913,1.2702121632326953,30,30
aps_a0.2_mean_size,uci_har,logistic,20260914,1.2702121632326953,30,30
aps_a0.2_mean_size,uci_har,logistic,20260915,1.2702121632326953,30,30
aps_a0.2_mean_size,uci_har,logistic,20260916,1.2702121632326953,30,30
aps_a0.2_mean_size,uci_har,logistic,20260917,1.2702121632326953,30,30
aps_a0.2_mean_size,uci_har,logistic,20260918,1.2702121632326953,30,30
aps_a0.2_mean_size,uci_har,logistic,20260919,1.3138080549431794,30,30
aps_a0.2_mean_size,uci_har,logistic,20260920,1.2702121632326953,30,30
aps_a0.2_mean_size,uci_har,random_forest,20260911,1.2729739127105846,30,30
aps_a0.2_mean_size,uci_har,random_forest,20260912,1.285782583029388,30,30
aps_a0.2_mean_size,uci_har,random_forest,20260913,1.2766413193426838,30,30
aps_a0.2_mean_size,uci_har,random_forest,20260914,1.3034361327274493,30,30
aps_a0.2_mean_size,uci_har,random_forest,20260915,1.2998367806574622,30,30
aps_a0.2_mean_size,uci_har,random_forest,20260916,1.3040570266031077,30,30
aps_a0.2_mean_size,uci_har,random_forest,20260917,1.289568702011562,30,30
aps_a0.2_mean_size,uci_har,random_forest,20260918,1.2911690911822622,30,30
aps_a0.2_mean_size,uci_har,random_forest,20260919,1.270226024164974,30,30
aps_a0.2_mean_size,uci_har,random_forest,20260920,1.2919923405165743,30,30
aps_a0.2_mean_size,wisdm_watch_accel,cnn1d,20260911,5.7065774939465586,50,50
aps_a0.2_mean_size,wisdm_watch_accel,cnn1d,20260912,5.994755252798699,50,50
aps_a0.2_mean_size,wisdm_watch_accel,cnn1d,20260913,5.811243876348035,50,50
aps_a0.2_mean_size,wisdm_watch_accel,cnn1d,20260914,5.979806490710005,50,50
aps_a0.2_mean_size,wisdm_watch_accel,cnn1d,20260915,6.73353745068169,50,50
aps_a0.2_mean_size,wisdm_watch_accel,cnn1d,20260916,5.90533216409869,50,50
aps_a0.2_mean_size,wisdm_watch_accel,cnn1d,20260917,5.940685291815977,50,50
aps_a0.2_mean_size,wisdm_watch_accel,cnn1d,20260918,6.153561039938853,50,50
aps_a0.2_mean_size,wisdm_watch_accel,cnn1d,20260919,5.801932860284093,50,50
aps_a0.2_mean_size,wisdm_watch_accel,cnn1d,20260920,6.12373490814764,50,50
aps_a0.2_mean_size,wisdm_watch_accel,extra_trees,20260911,4.369910197348649,50,50
aps_a0.2_mean_size,wisdm_watch_accel,extra_trees,20260912,4.372071096228198,50,50
aps_a0.2_mean_size,wisdm_watch_accel,extra_trees,20260913,4.229810551836781,50,50
aps_a0.2_mean_size,wisdm_watch_accel,extra_trees,20260914,4.304345351217009,50,50
aps_a0.2_mean_size,wisdm_watch_accel,extra_trees,20260915,4.22467984206502,50,50
aps_a0.2_mean_size,wisdm_watch_accel,extra_trees,20260916,4.315544534537258,50,50
aps_a0.2_mean_size,wisdm_watch_accel,extra_trees,20260917,4.296949147141549,50,50
aps_a0.2_mean_size,wisdm_watch_accel,extra_trees,20260918,4.29177118522428,50,50
aps_a0.2_mean_size,wisdm_watch_accel,extra_trees,20260919,4.159466773900463,50,50
aps_a0.2_mean_size,wisdm_watch_accel,extra_trees,20260920,4.3620132700821985,50,50
aps_a0.2_mean_size,wisdm_watch_accel,hist_gradient_boosting,20260911,7.109192949731115,50,50
aps_a0.2_mean_size,wisdm_watch_accel,hist_gradient_boosting,20260912,7.175111398443375,50,50
aps_a0.2_mean_size,wisdm_watch_accel,hist_gradient_boosting,20260913,7.060038490666576,50,50
aps_a0.2_mean_size,wisdm_watch_accel,hist_gradient_boosting,20260914,6.96916270096455,50,50
aps_a0.2_mean_size,wisdm_watch_accel,hist_gradient_boosting,20260915,6.996117196175505,50,50
aps_a0.2_mean_size,wisdm_watch_accel,hist_gradient_boosting,20260916,7.204140437028426,50,50
aps_a0.2_mean_size,wisdm_watch_accel,hist_gradient_boosting,20260917,7.222204404885844,50,50
aps_a0.2_mean_size,wisdm_watch_accel,hist_gradient_boosting,20260918,7.190511946643216,50,50
aps_a0.2_mean_size,wisdm_watch_accel,hist_gradient_boosting,20260919,7.2854570956122995,50,50
aps_a0.2_mean_size,wisdm_watch_accel,hist_gradient_boosting,20260920,7.520804931344133,50,50
aps_a0.2_mean_size,wisdm_watch_accel,logistic,20260911,5.101579632493599,50,50
aps_a0.2_mean_size,wisdm_watch_accel,logistic,20260912,5.024658386593252,50,50
aps_a0.2_mean_size,wisdm_watch_accel,logistic,20260913,5.0137176013046085,50,50
aps_a0.2_mean_size,wisdm_watch_accel,logistic,20260914,5.110597856330609,50,50
aps_a0.2_mean_size,wisdm_watch_accel,logistic,20260915,5.028072130971805,50,50
aps_a0.2_mean_size,wisdm_watch_accel,logistic,20260916,5.424142285129312,50,50
aps_a0.2_mean_size,wisdm_watch_accel,logistic,20260917,5.190848119199205,50,50
aps_a0.2_mean_size,wisdm_watch_accel,logistic,20260918,5.341242117797829,50,50
aps_a0.2_mean_size,wisdm_watch_accel,logistic,20260919,5.066948970615003,50,50
aps_a0.2_mean_size,wisdm_watch_accel,logistic,20260920,5.279117613992481,50,50
aps_a0.2_mean_size,wisdm_watch_accel,random_forest,20260911,4.480517113143213,50,50
aps_a0.2_mean_size,wisdm_watch_accel,random_forest,20260912,4.566188567553805,50,50
aps_a0.2_mean_size,wisdm_watch_accel,random_forest,20260913,4.444858301410331,50,50
aps_a0.2_mean_size,wisdm_watch_accel,random_forest,20260914,4.461576060066915,50,50
aps_a0.2_mean_size,wisdm_watch_accel,random_forest,20260915,4.4977418374994915,50,50
aps_a0.2_mean_size,wisdm_watch_accel,random_forest,20260916,4.489337843110065,50,50
aps_a0.2_mean_size,wisdm_watch_accel,random_forest,20260917,4.452556031467093,50,50
aps_a0.2_mean_size,wisdm_watch_accel,random_forest,20260918,4.424918179676862,50,50
aps_a0.2_mean_size,wisdm_watch_accel,random_forest,20260919,4.399873982997822,50,50
aps_a0.2_mean_size,wisdm_watch_accel,random_forest,20260920,4.564611360989424,50,50
aps_a0.2_singleton_error,uci_har,cnn1d,20260911,0.0013888888888888887,30,30
aps_a0.2_singleton_error,uci_har,cnn1d,20260912,0.015476190476190477,30,30
aps_a0.2_singleton_error,uci_har,cnn1d,20260913,0.02151610644257703,30,30
aps_a0.2_singleton_error,uci_har,cnn1d,20260914,0.01407823122122311,30,30
aps_a0.2_singleton_error,uci_har,cnn1d,20260915,0.01274479366449303,30,30
aps_a0.2_singleton_error,uci_har,cnn1d,20260916,0.05314238138683538,30,29
aps_a0.2_singleton_error,uci_har,cnn1d,20260917,0.020701058201058203,30,30
aps_a0.2_singleton_error,uci_har,cnn1d,20260918,0.03322040680679052,30,30
aps_a0.2_singleton_error,uci_har,cnn1d,20260919,0.016742643972213523,30,30
aps_a0.2_singleton_error,uci_har,cnn1d,20260920,0.006206311736355703,30,30
aps_a0.2_singleton_error,uci_har,extra_trees,20260911,0.05833867855552831,30,30
aps_a0.2_singleton_error,uci_har,extra_trees,20260912,0.06950406345188774,30,30
aps_a0.2_singleton_error,uci_har,extra_trees,20260913,0.06854368510085666,30,30
aps_a0.2_singleton_error,uci_har,extra_trees,20260914,0.06653660533706453,30,30
aps_a0.2_singleton_error,uci_har,extra_trees,20260915,0.06906655147264716,30,30
aps_a0.2_singleton_error,uci_har,extra_trees,20260916,0.06907675200751794,30,30
aps_a0.2_singleton_error,uci_har,extra_trees,20260917,0.0690732796585183,30,30
aps_a0.2_singleton_error,uci_har,extra_trees,20260918,0.06836830099875085,30,30
aps_a0.2_singleton_error,uci_har,extra_trees,20260919,0.059521822235842785,30,30
aps_a0.2_singleton_error,uci_har,extra_trees,20260920,0.07009403313835591,30,30
aps_a0.2_singleton_error,uci_har,hist_gradient_boosting,20260911,0.010370202820148512,30,30
aps_a0.2_singleton_error,uci_har,hist_gradient_boosting,20260912,0.01163159944009721,30,30
aps_a0.2_singleton_error,uci_har,hist_gradient_boosting,20260913,0.01163159944009721,30,30
aps_a0.2_singleton_error,uci_har,hist_gradient_boosting,20260914,0.01163159944009721,30,30
aps_a0.2_singleton_error,uci_har,hist_gradient_boosting,20260915,0.01163159944009721,30,30
aps_a0.2_singleton_error,uci_har,hist_gradient_boosting,20260916,0.01163159944009721,30,30
aps_a0.2_singleton_error,uci_har,hist_gradient_boosting,20260917,0.01163159944009721,30,30
aps_a0.2_singleton_error,uci_har,hist_gradient_boosting,20260918,0.01163159944009721,30,30
aps_a0.2_singleton_error,uci_har,hist_gradient_boosting,20260919,0.010370202820148512,30,30
aps_a0.2_singleton_error,uci_har,hist_gradient_boosting,20260920,0.01163159944009721,30,30
aps_a0.2_singleton_error,uci_har,logistic,20260911,0.03790192283713487,30,30
aps_a0.2_singleton_error,uci_har,logistic,20260912,0.033537988762229895,30,30
aps_a0.2_singleton_error,uci_har,logistic,20260913,0.033537988762229895,30,30
aps_a0.2_singleton_error,uci_har,logistic,20260914,0.033537988762229895,30,30
aps_a0.2_singleton_error,uci_har,logistic,20260915,0.033537988762229895,30,30
aps_a0.2_singleton_error,uci_har,logistic,20260916,0.033537988762229895,30,30
aps_a0.2_singleton_error,uci_har,logistic,20260917,0.033537988762229895,30,30
aps_a0.2_singleton_error,uci_har,logistic,20260918,0.033537988762229895,30,30
aps_a0.2_singleton_error,uci_har,logistic,20260919,0.03790192283713487,30,30
aps_a0.2_singleton_error,uci_har,logistic,20260920,0.033537988762229895,30,30
aps_a0.2_singleton_error,uci_har,random_forest,20260911,0.07896672617649139,30,30
aps_a0.2_singleton_error,uci_har,random_forest,20260912,0.0927273432135053,30,30
aps_a0.2_singleton_error,uci_har,random_forest,20260913,0.09319630452825645,30,30
aps_a0.2_singleton_error,uci_har,random_forest,20260914,0.08503905019879392,30,30
aps_a0.2_singleton_error,uci_har,random_forest,20260915,0.0871848223395037,30,30
aps_a0.2_singleton_error,uci_har,random_forest,20260916,0.08781072298096579,30,30
aps_a0.2_singleton_error,uci_har,random_forest,20260917,0.08549566240645357,30,30
aps_a0.2_singleton_error,uci_har,random_forest,20260918,0.08604239935218931,30,30
aps_a0.2_singleton_error,uci_har,random_forest,20260919,0.07089061028241757,30,30
aps_a0.2_singleton_error,uci_har,random_forest,20260920,0.09441884610184174,30,30
aps_a0.2_singleton_error,wisdm_watch_accel,cnn1d,20260911,0.245992751637232,50,46
aps_a0.2_singleton_error,wisdm_watch_accel,cnn1d,20260912,0.1729669406871982,50,45
aps_a0.2_singleton_error,wisdm_watch_accel,cnn1d,20260913,0.15440776252586846,50,47
aps_a0.2_singleton_error,wisdm_watch_accel,cnn1d,20260914,0.1655441056571302,50,45
aps_a0.2_singleton_error,wisdm_watch_accel,cnn1d,20260915,0.0810493250865523,50,41
aps_a0.2_singleton_error,wisdm_watch_accel,cnn1d,20260916,0.1220865040230263,50,44
aps_a0.2_singleton_error,wisdm_watch_accel,cnn1d,20260917,0.15150118617433644,50,45
aps_a0.2_singleton_error,wisdm_watch_accel,cnn1d,20260918,0.08618956387292333,50,46
aps_a0.2_singleton_error,wisdm_watch_accel,cnn1d,20260919,0.20190877344427402,50,47
aps_a0.2_singleton_error,wisdm_watch_accel,cnn1d,20260920,0.13379350798887693,50,48
aps_a0.2_singleton_error,wisdm_watch_accel,extra_trees,20260911,0.09806688737112988,50,48
aps_a0.2_singleton_error,wisdm_watch_accel,extra_trees,20260912,0.09712482600565286,50,49
aps_a0.2_singleton_error,wisdm_watch_accel,extra_trees,20260913,0.0891290300493419,50,49
aps_a0.2_singleton_error,wisdm_watch_accel,extra_trees,20260914,0.10957014480631744,50,48
aps_a0.2_singleton_error,wisdm_watch_accel,extra_trees,20260915,0.11049708927980526,50,49
aps_a0.2_singleton_error,wisdm_watch_accel,extra_trees,20260916,0.10810426162072478,50,48
aps_a0.2_singleton_error,wisdm_watch_accel,extra_trees,20260917,0.11137110750522088,50,48
aps_a0.2_singleton_error,wisdm_watch_accel,extra_trees,20260918,0.10311794972372844,50,47
aps_a0.2_singleton_error,wisdm_watch_accel,extra_trees,20260919,0.11621367543890593,50,48
aps_a0.2_singleton_error,wisdm_watch_accel,extra_trees,20260920,0.09446679479622536,50,49
aps_a0.2_singleton_error,wisdm_watch_accel,hist_gradient_boosting,20260911,0.08612805438292093,50,50
aps_a0.2_singleton_error,wisdm_watch_accel,hist_gradient_boosting,20260912,0.08010689727395681,50,49
aps_a0.2_singleton_error,wisdm_watch_accel,hist_gradient_boosting,20260913,0.08167257154867459,50,49
aps_a0.2_singleton_error,wisdm_watch_accel,hist_gradient_boosting,20260914,0.09057661588452048,50,49
aps_a0.2_singleton_error,wisdm_watch_accel,hist_gradient_boosting,20260915,0.10598923706324033,50,49
aps_a0.2_singleton_error,wisdm_watch_accel,hist_gradient_boosting,20260916,0.08892355502751086,50,49
aps_a0.2_singleton_error,wisdm_watch_accel,hist_gradient_boosting,20260917,0.09731037100643748,50,49
aps_a0.2_singleton_error,wisdm_watch_accel,hist_gradient_boosting,20260918,0.10435707531328856,50,49
aps_a0.2_singleton_error,wisdm_watch_accel,hist_gradient_boosting,20260919,0.10146622912045114,50,49
aps_a0.2_singleton_error,wisdm_watch_accel,hist_gradient_boosting,20260920,0.08130134450009907,50,50
aps_a0.2_singleton_error,wisdm_watch_accel,logistic,20260911,0.16628296887309874,50,50
aps_a0.2_singleton_error,wisdm_watch_accel,logistic,20260912,0.20577665229730932,50,50
aps_a0.2_singleton_error,wisdm_watch_accel,logistic,20260913,0.16941998114050827,50,50
aps_a0.2_singleton_error,wisdm_watch_accel,logistic,20260914,0.18366747498497804,50,50
aps_a0.2_singleton_error,wisdm_watch_accel,logistic,20260915,0.18835027858433787,50,50
aps_a0.2_singleton_error,wisdm_watch_accel,logistic,20260916,0.20052986174363782,50,48
aps_a0.2_singleton_error,wisdm_watch_accel,logistic,20260917,0.20950329069511806,50,50
aps_a0.2_singleton_error,wisdm_watch_accel,logistic,20260918,0.19095782022351274,50,50
aps_a0.2_singleton_error,wisdm_watch_accel,logistic,20260919,0.1895015823604497,50,50
aps_a0.2_singleton_error,wisdm_watch_accel,logistic,20260920,0.21216612102621363,50,50
aps_a0.2_singleton_error,wisdm_watch_accel,random_forest,20260911,0.08478159283445515,50,47
aps_a0.2_singleton_error,wisdm_watch_accel,random_forest,20260912,0.09022011835496774,50,47
aps_a0.2_singleton_error,wisdm_watch_accel,random_forest,20260913,0.08403580929893088,50,49
aps_a0.2_singleton_error,wisdm_watch_accel,random_forest,20260914,0.09763208299596589,50,49
aps_a0.2_singleton_error,wisdm_watch_accel,random_forest,20260915,0.09640369958949742,50,49
aps_a0.2_singleton_error,wisdm_watch_accel,random_forest,20260916,0.08963104147749235,50,49
aps_a0.2_singleton_error,wisdm_watch_accel,random_forest,20260917,0.09420114411276792,50,48
aps_a0.2_singleton_error,wisdm_watch_accel,random_forest,20260918,0.10099284264581553,50,48
aps_a0.2_singleton_error,wisdm_watch_accel,random_forest,20260919,0.10998272667093266,50,49
aps_a0.2_singleton_error,wisdm_watch_accel,random_forest,20260920,0.09775048970066146,50,49
calibration_iso_brier,uci_har,cnn1d,20260911,0.014910220357676323,30,30
calibration_iso_brier,uci_har,cnn1d,20260912,0.0014342630564088382,30,30
calibration_iso_brier,uci_har,cnn1d,20260913,0.006460192725657416,30,30
calibration_iso_brier,uci_har,cnn1d,20260914,0.014271771204413588,30,30
calibration_iso_brier,uci_har,cnn1d,20260915,0.007241210912073444,30,30
calibration_iso_brier,uci_har,cnn1d,20260916,0.0027044614713889773,30,30
calibration_iso_brier,uci_har,cnn1d,20260917,0.012969682647522815,30,30
calibration_iso_brier,uci_har,cnn1d,20260918,0.010674734312519198,30,30
calibration_iso_brier,uci_har,cnn1d,20260919,0.023768409501181635,30,30
calibration_iso_brier,uci_har,cnn1d,20260920,0.01908982629681005,30,30
calibration_iso_brier,uci_har,extra_trees,20260911,-0.03563698264179281,30,30
calibration_iso_brier,uci_har,extra_trees,20260912,-0.03859648654053098,30,30
calibration_iso_brier,uci_har,extra_trees,20260913,-0.036560017007409094,30,30
calibration_iso_brier,uci_har,extra_trees,20260914,-0.03749533141304297,30,30
calibration_iso_brier,uci_har,extra_trees,20260915,-0.03866154792942475,30,30
calibration_iso_brier,uci_har,extra_trees,20260916,-0.0370506641870963,30,30
calibration_iso_brier,uci_har,extra_trees,20260917,-0.037522294214192474,30,30
calibration_iso_brier,uci_har,extra_trees,20260918,-0.03692162084457207,30,30
calibration_iso_brier,uci_har,extra_trees,20260919,-0.03494421827974894,30,30
calibration_iso_brier,uci_har,extra_trees,20260920,-0.035209818530580216,30,30
calibration_iso_brier,uci_har,hist_gradient_boosting,20260911,-0.001797823087425835,30,30
calibration_iso_brier,uci_har,hist_gradient_boosting,20260912,-0.006122672975507744,30,30
calibration_iso_brier,uci_har,hist_gradient_boosting,20260913,-0.006122672975507744,30,30
calibration_iso_brier,uci_har,hist_gradient_boosting,20260914,-0.006122672975507744,30,30
calibration_iso_brier,uci_har,hist_gradient_boosting,20260915,-0.006122672975507744,30,30
calibration_iso_brier,uci_har,hist_gradient_boosting,20260916,-0.006122672975507744,30,30
calibration_iso_brier,uci_har,hist_gradient_boosting,20260917,-0.006122672975507744,30,30
calibration_iso_brier,uci_har,hist_gradient_boosting,20260918,-0.006122672975507744,30,30
calibration_iso_brier,uci_har,hist_gradient_boosting,20260919,-0.001797823087425835,30,30
calibration_iso_brier,uci_har,hist_gradient_boosting,20260920,-0.006122672975507744,30,30
calibration_iso_brier,uci_har,logistic,20260911,0.007880365070820452,30,30
calibration_iso_brier,uci_har,logistic,20260912,0.007974011181262668,30,30
calibration_iso_brier,uci_har,logistic,20260913,0.007974011181262668,30,30
calibration_iso_brier,uci_har,logistic,20260914,0.007974011181262668,30,30
calibration_iso_brier,uci_har,logistic,20260915,0.007974011181262668,30,30
calibration_iso_brier,uci_har,logistic,20260916,0.007974011181262668,30,30
calibration_iso_brier,uci_har,logistic,20260917,0.007974011181262668,30,30
calibration_iso_brier,uci_har,logistic,20260918,0.007974011181262668,30,30
calibration_iso_brier,uci_har,logistic,20260919,0.007880365070820452,30,30
calibration_iso_brier,uci_har,logistic,20260920,0.007974011181262668,30,30
calibration_iso_brier,uci_har,random_forest,20260911,-0.012517712307580456,30,30
calibration_iso_brier,uci_har,random_forest,20260912,-0.0117420755153585,30,30
calibration_iso_brier,uci_har,random_forest,20260913,-0.012112215972020541,30,30
calibration_iso_brier,uci_har,random_forest,20260914,-0.011324455029922168,30,30
calibration_iso_brier,uci_har,random_forest,20260915,-0.012920784246842032,30,30
calibration_iso_brier,uci_har,random_forest,20260916,-0.008796614290322077,30,30
calibration_iso_brier,uci_har,random_forest,20260917,-0.010630776935097834,30,30
calibration_iso_brier,uci_har,random_forest,20260918,-0.013126985980171934,30,30
calibration_iso_brier,uci_har,random_forest,20260919,-0.012096011963571433,30,30
calibration_iso_brier,uci_har,random_forest,20260920,-0.011779679281609116,30,30
calibration_iso_brier,wisdm_watch_accel,cnn1d,20260911,-0.01442056854661462,50,50
calibration_iso_brier,wisdm_watch_accel,cnn1d,20260912,-5.944738899920976e-05,50,50
calibration_iso_brier,wisdm_watch_accel,cnn1d,20260913,0.005096833894035512,50,50
calibration_iso_brier,wisdm_watch_accel,cnn1d,20260914,-0.005530261613439998,50,50
calibration_iso_brier,wisdm_watch_accel,cnn1d,20260915,-0.014357080241878747,50,50
calibration_iso_brier,wisdm_watch_accel,cnn1d,20260916,-0.017398713409061076,50,50
